basin_id,index
01011000,0
01013500,1
01015800,2
01017000,3
01017060,4
01017290,5
01017550,6
01017960,7
01018000,8
01018009,9
01019000,10
01021200,11
01021470,12
01021480,13
01021500,14
01022260,15
01022330,16
01022500,17
01027200,18
01029200,19
01029500,20
01030500,21
01031300,22
01031450,23
01031500,24
01031510,25
01033000,26
01034000,27
01034500,28
01037380,29
01038000,30
01042500,31
01043500,32
01044550,33
01046000,34
01046500,35
01047000,36
01047150,37
01047200,38
01048000,39
01048220,40
01049000,41
01049265,42
01049500,43
01052500,44
01053500,45
01053600,46
01054000,47
01054200,48
01054300,49
01054500,50
01055000,51
01055500,52
01057000,53
01059000,54
01059800,55
01060000,56
01064118,57
01064500,58
01064801,59
01065500,60
01066000,61
01067950,62
01068910,63
01069500,64
01069700,65
01072800,66
01073000,67
01073319,68
01073500,69
010735562,70
01073587,71
01073785,72
01074520,73
01075000,74
01076000,75
01076500,76
01077400,77
01078000,78
01081000,79
01081500,80
01082000,81
01084000,82
01085000,83
01085500,84
01086000,85
01089100,86
01089500,87
01091000,88
01091500,89
01092000,90
01093800,91
01093852,92
01094000,93
01094400,94
01094500,95
01095220,96
01095375,97
01096000,98
01096500,99
010965852,100
01097000,101
01097300,102
01097480,103
01098530,104
01099500,105
01100000,106
01100505,107
01100561,108
01100600,109
01100627,110
01101000,111
01101500,112
01102000,113
01102345,114
01102500,115
01103025,116
01103280,117
01103455,118
01103500,119
01104200,120
01104430,121
01104460,122
01104475,123
01104500,124
01105000,125
01105500,126
01105554,127
011055566,128
01105583,129
01105585,130
01105600,131
01105638,132
01105730,133
01105870,134
01105880,135
01105917,136
01105933,137
01106500,138
01108000,139
01108320,140
01108410,141
01109000,142
01109060,143
01109070,144
01109090,145
01109220,146
01109403,147
01109730,148
01110000,149
01111212,150
01111225,151
01111300,152
01111500,153
01112500,154
01113695,155
01113895,156
01114000,157
01114500,158
01115098,159
01115187,160
01115630,161
01115670,162
01115770,163
01116000,164
01116500,165
01116905,166
01117000,167
01117350,168
01117370,169
01117468,170
01117500,171
01117800,172
01118000,173
01118300,174
01118500,175
01119500,176
01121000,177
01122000,178
01122500,179
01123000,180
011230695,181
01123360,182
01123600,183
01124000,184
01124151,185
01125000,186
01125100,187
01125500,188
01127000,189
01127500,190
01129200,191
01130000,192
01133000,193
01134500,194
01135150,195
01135300,196
01135500,197
01137500,198
01139000,199
01139800,200
01141800,201
01142500,202
01144000,203
01150900,204
01151500,205
01152500,206
01153000,207
01153550,208
01154000,209
01154500,210
01155500,211
01157000,212
01158000,213
01160000,214
01160350,215
01161000,216
01162000,217
01162500,218
01163200,219
01166500,220
01168151,221
01168500,222
01169000,223
01169900,224
01170000,225
01170100,226
01170500,227
01170930,228
01171300,229
01171500,230
01172500,231
01173000,232
01173500,233
01174500,234
01174565,235
01174900,236
01175500,237
01175670,238
01176000,239
01176780,240
01177000,241
01179500,242
01181000,243
01183500,244
01184000,245
01184100,246
01184490,247
01185500,248
01186000,249
01186500,250
01187300,251
01187800,252
01188000,253
01188090,254
01189000,255
01189995,256
01191000,257
01192500,258
01192883,259
01193500,260
01194000,261
01194500,262
01195100,263
01195490,264
01196500,265
01196561,266
01196620,267
01197000,268
01197500,269
01198000,270
01198125,271
01199000,272
01199050,273
01200000,274
01200500,275
01201487,276
01202501,277
012035055,278
01203600,279
01203805,280
01204000,281
01205500,282
01205600,283
01205700,284
01206900,285
01208500,286
01208873,287
01208925,288
01208950,289
01208990,290
012095493,291
01209700,292
01209761,293
01209901,294
01301500,295
01302020,296
01312000,297
01315000,298
01315500,299
01318500,300
01321000,301
01325000,302
01327750,303
01329490,304
01329500,305
01330000,306
01330500,307
01331500,308
01332500,309
01333000,310
01334000,311
01334500,312
01335754,313
01336000,314
01343060,315
01346000,316
01347000,317
01348000,318
01349000,319
01349150,320
01349700,321
01349705,322
01349711,323
01349810,324
01349840,325
01349950,326
01350000,327
01350035,328
01350080,329
01350101,330
01350120,331
01350140,332
01350180,333
01350355,334
01351500,335
01356190,336
01357500,337
01358000,338
01359750,339
01360640,340
013621955,341
01362200,342
0136230002,343
01362370,344
01362500,345
01363382,346
01364500,347
01365000,348
01367500,349
01367800,350
01371500,351
01372500,352
0137449480,353
01374505,354
01374531,355
01374559,356
01374581,357
01374598,358
0137462010,359
01374654,360
01374701,361
01374781,362
01374821,363
01374890,364
01374901,365
01374918,366
01374930,367
01374941,368
01374987,369
0137499350,370
01375000,371
01376800,372
01377000,373
01377370,374
01377500,375
01378500,376
01379773,377
01379780,378
01379790,379
01380500,380
01381000,381
01381400,382
01381500,383
01382170,384
01382500,385
01383500,386
01384000,387
01384500,388
01386000,389
01387400,390
01387420,391
01387500,392
01388000,393
01388500,394
01389500,395
01389890,396
01390450,397
01390500,398
01391500,399
01396091,400
01396190,401
01396500,402
01397000,403
01398500,404
01399500,405
01399510,406
01400000,407
01403500,408
01405500,409
01406050,410
01407290,411
01409000,412
01409280,413
01409810,414
01411300,415
01413088,416
01413398,417
01413408,418
01413500,419
01414000,420
01414500,421
01415000,422
01415460,423
01417000,424
01417500,425
01419500,426
01420500,427
01420980,428
01421000,429
01421610,430
01421618,431
01421900,432
01422389,433
01422500,434
01422738,435
01422747,436
01423000,437
0142400103,438
01425000,439
01426500,440
01427207,441
01427500,442
01427510,443
01428000,444
01428500,445
01429500,446
01430000,447
01431500,448
01432110,449
01432900,450
01433500,451
01434000,452
0143400680,453
01434017,454
01434021,455
01434025,456
01434498,457
01435000,458
01436000,459
01436690,460
01437500,461
01438500,462
01439500,463
01439800,464
01440000,465
